pcode,LOC_NUM_PLCS_VIST,LOC_TIME_NONE,LOC_TIME_WORK,LOC_TIME_EATING,LOC_TIME_SOCIAL,LOC_TIME_OTHERS,LOC_TIME_GYM,LOC_TIME_HOME,APP_DUR_WORK_sum,APP_DUR_WORK_count,APP_DUR_SOCIAL_sum,APP_DUR_SOCIAL_count,APP_DUR_sum,APP_DUR_count,keyevent_DIST_sum,keyevent_DIST_count,keyevent_TIME_sum,keyevent_TIME_count,keyevent_SOCIAL_DIST_sum,keyevent_SOCIAL_DIST_count,keyevent_ENTER_DIST_sum,keyevent_ENTER_DIST_count,keyevent_INFO_DIST_sum,keyevent_INFO_DIST_count,keyevent_HEALTH_DIST_sum,keyevent_HEALTH_DIST_count,keyevent_WORK_DIST_sum,keyevent_WORK_DIST_count,keyevent_SOCIAL_TIME_sum,keyevent_SOCIAL_TIME_count,keyevent_ENTER_TIME_sum,keyevent_ENTER_TIME_count,keyevent_INFO_TIME_sum,keyevent_INFO_TIME_count,keyevent_HEALTH_TIME_sum,keyevent_HEALTH_TIME_count,keyevent_WORK_TIME_sum,keyevent_WORK_TIME_count,SCR#entropy,SCR#state_changes,SCR#SCREEN_OFF_count,SCR#SCREEN_ON_count,SCR#unknown_count,SCR#dur_SCREEN_OFF,SCR#dur_SCREEN_ON,SCR#dur_unknown,APP_DUR_ENTER_sum,APP_DUR_ENTER_count,APP_DUR_INFO_sum,APP_DUR_INFO_count,APP_DUR_HEALTH_sum,APP_DUR_HEALTH_count,FitbitStepcount_sum,Fitbitcalorie_sum,Fitbitdistance_sum,ACT#count_ON_BICYCLE,ACT#count_STILL,ACT#count_WALKING,ACT#dur_ON_BICYCLE,ACT#dur_STILL,ACT#dur_WALKING,ACT#count_IN_VEHICLE,ACT#dur_IN_VEHICLE,ACT#count_RUNNING,ACT#dur_RUNNING,MSG_SNT#CNT,MSG_RCV#CNT,MSG#CNT,CALL#CNT,CALL#DUR,next_hour_binary_personal,stress_binary_personal,window_start_time,sleep_duration_sec,sleep_duration_hr,sleep_onset_hour,sleep_midpoint_hour
P002,1.0,0.0,0.0,49.766666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2020-12-12 21:00:00,9657.135,2.6825375,5.316666666666666,6.65
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.86666666666667,0.0,0.0,425.527986,2.0,2869.6829340000004,5.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.796311640173813,2.0,1.0,1.0,5.0,2308.0,136.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-12-13 09:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.016666666666666,0.0,0.0,0.370999,3.0,152.67600399999998,5.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.4505612088663046,1.0,1.0,0.0,5.0,0.0,0.0,3392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2020-12-13 10:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.8,9.263999,1.0,25.332995,8.0,1372.735994,17.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.915873681808156,12.0,5.0,5.0,17.0,60.0,414.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,16.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-12-13 11:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.28333333333333,0.0,0.0,2204.424978,6.0,2502.4239780000003,7.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,1.0100997593541636,9.0,3.0,3.0,7.0,2192.0,52.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-13 12:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,0.006,1.0,133.801997,8.0,2723.532969,16.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,1.039720770839918,21.0,8.0,8.0,16.0,2367.0,435.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,401.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-13 13:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.016666666666666,0.194998,8.0,1131.6489959999997,9.0,1132.3659869999997,35.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.2477508274515358,3.0,1.0,1.0,35.0,0.0,8.0,1163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-13 14:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.78333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-13 15:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.016666666666666,0.008999,1.0,0.168997,6.0,2311.5939940000003,15.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.4437572842601484,3.0,1.0,1.0,15.0,0.0,8.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-13 16:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,0.2049979999999999,3.0,0.038999,2.0,3125.97499,30.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.5062608421468743,8.0,2.0,3.0,30.0,639.0,10.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-13 17:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-13 18:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-13 19:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-13 20:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.81666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2020-12-13 21:00:00,5933.607,1.6482241666666666,0.0666666666666666,0.9
P002,4.0,10.4,44.68333333333333,3.55,0.0,0.0,0.0,0.0,0.0,0.0,477.488002,12.0,1171.6119929999998,25.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.8548906355512063,17.0,6.0,6.0,25.0,1026.0,1314.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,341.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1542.0,1.0,,2020-12-14 09:00:00,22858.35,6.349541666666666,1.0833333333333333,4.25
P002,3.0,7.533333333333333,0.0,14.75,0.0,0.0,0.0,12.166666666666666,0.0,0.0,0.0,0.0,1821.902999,3.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,1.0986122886681096,6.0,3.0,3.0,3.0,336.0,46.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,543.0,378.0,1.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2020-12-14 10:00:00,22858.35,6.349541666666666,1.0833333333333333,4.25
P002,3.0,2.316666666666667,0.0,4.033333333333333,0.0,0.0,0.0,44.766666666666666,0.0,0.0,0.0,0.0,519.176999,6.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,1.078992207877583,8.0,4.0,4.0,6.0,625.0,60.0,2197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,306.0,3.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-12-14 11:00:00,22858.35,6.349541666666666,1.0833333333333333,4.25
P002,2.0,3.183333333333333,55.71666666666667,0.0,0.0,0.0,0.0,0.0,0.028997,3.0,788.119995,1.0,1083.191984,26.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.7012565123592978,14.0,3.0,5.0,26.0,1072.0,117.0,2373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,164.0,1.0,1081.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-12-14 12:00:00,22858.35,6.349541666666666,1.0833333333333333,4.25
P002,1.0,0.0,30.98333333333333,0.0,0.0,0.0,0.0,0.0,118.346,1.0,0.0,0.0,118.377999,5.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.4505612088663046,1.0,1.0,0.0,5.0,0.0,0.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-14 13:00:00,22858.35,6.349541666666666,1.0833333333333333,4.25
P002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.723,1.0,0.0,0.0,3450.226906,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2020-12-14 14:00:00,22858.35,6.349541666666666,1.0833333333333333,4.25
P002,1.0,0.0,7.35,0.0,0.0,0.0,0.0,0.0,0.148998,8.0,0.6409940000000001,15.0,1799.9079769999998,52.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.3562652223370337,9.0,2.0,3.0,52.0,568.0,10.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2020-12-14 15:00:00,22858.35,6.349541666666666,1.0833333333333333,4.25
P002,1.0,0.0,35.93333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.008996,5.0,1012.246973,17.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.4094586186950892,4.0,1.0,1.0,17.0,695.0,4.0,1599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1972.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2020-12-14 16:00:00,22858.35,6.349541666666666,1.0833333333333333,4.25
P002,4.0,9.95,6.533333333333333,2.216666666666667,0.0,0.0,0.0,16.0,0.0,0.0,445.43499100000014,37.0,541.488987,44.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.0,57.0,0.6943447458843921,21.0,7.0,6.0,44.0,461.0,71.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,245.0,1065.0,3.0,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-12-14 17:00:00,22858.35,6.349541666666666,1.0833333333333333,4.25
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.283333333333331,0.0,0.0,0.016,1.0,3055.09999,11.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.6559757323365467,5.0,1.0,2.0,11.0,365.0,22.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2020-12-14 18:00:00,22858.35,6.349541666666666,1.0833333333333333,4.25
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.65,0.0,0.0,0.215998,4.0,0.306996,8.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.3488320958430319,1.0,1.0,0.0,8.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-12-14 19:00:00,22858.35,6.349541666666666,1.0833333333333333,4.25
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2020-12-14 20:00:00,22858.35,6.349541666666666,1.0833333333333333,4.25
P002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-12-15 11:00:00,9038.927,2.5108130555555555,5.483333333333333,6.733333333333333
P002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2020-12-15 12:00:00,9038.927,2.5108130555555555,5.483333333333333,6.733333333333333
P002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-12-15 13:00:00,9038.927,2.5108130555555555,5.483333333333333,6.733333333333333
P002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2020-12-15 14:00:00,9038.927,2.5108130555555555,5.483333333333333,6.733333333333333
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.888,2.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,1.039720770839918,2.0,1.0,1.0,2.0,0.0,32.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2020-12-16 13:00:00,10173.643,2.8260119444444443,4.183333333333334,5.583333333333333
P002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075999,1.0,0.025,2.0,975.467001,23.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.5221718405002467,6.0,2.0,2.0,23.0,399.0,13.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-12-16 14:00:00,10173.643,2.8260119444444443,4.183333333333334,5.583333333333333
P002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-16 15:00:00,10173.643,2.8260119444444443,4.183333333333334,5.583333333333333
P002,1.0,0.0,21.2,0.0,0.0,0.0,0.0,0.0,0.129999,2.0,0.149998,4.0,2151.625986000001,38.0,154.70151233673096,155.0,105.885,155.0,119.90482091903688,155.0,0.0,155.0,0.0,155.0,0.0,155.0,0.0,155.0,62.622,155.0,0.0,155.0,0.0,155.0,0.0,155.0,0.0,155.0,0.1642159211672299,7.0,2.0,3.0,150.0,1534.0,11.0,1506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-16 16:00:00,10173.643,2.8260119444444443,4.183333333333334,5.583333333333333
P002,4.0,3.533333333333333,53.68333333333333,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,517.249994,12.0,113.107199549675,100.0,31.341,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.3943976914474427,15.0,5.0,5.0,90.0,505.0,29.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-16 17:00:00,10173.643,2.8260119444444443,4.183333333333334,5.583333333333333
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.91666666666666,0.0,0.0,0.0,0.0,376.449998,10.0,46.10772407054901,43.0,13.623,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.0,43.0,0.2203523311615479,3.0,1.0,1.0,41.0,374.0,0.0,1537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-16 18:00:00,10173.643,2.8260119444444443,4.183333333333334,5.583333333333333
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.96666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2020-12-16 19:00:00,10173.643,2.8260119444444443,4.183333333333334,5.583333333333333
P002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-12-16 20:00:00,10173.643,2.8260119444444443,4.183333333333334,5.583333333333333
