pcode,date,LOC_DST_ep_0,LOC_DST_ep_1,LOC_DST_ep_2,LOC_DST_ep_3,LOC_DST_ep_4,LOC_CNT_ep_0,LOC_CNT_ep_1,LOC_CNT_ep_2,LOC_CNT_ep_3,LOC_CNT_ep_4,SCR_DUR_ep_0,SCR_DUR_ep_1,SCR_DUR_ep_2,SCR_DUR_ep_3,SCR_DUR_ep_4,SCR_CNT_ep_0,SCR_CNT_ep_1,SCR_CNT_ep_2,SCR_CNT_ep_3,SCR_CNT_ep_4,ACT_IN_VEHICLE_ep_0,ACT_ON_BIKE_ep_0,ACT_RUNNING_ep_0,ACT_FOOT_ep_0,ACT_WALKING_ep_0,ACT_STILL_ep_0,ACT_TILTING_ep_0,ACT_UNKNOWN_ep_0,ACT_IN_VEHICLE_ep_1,ACT_ON_BIKE_ep_1,ACT_RUNNING_ep_1,ACT_FOOT_ep_1,ACT_WALKING_ep_1,ACT_STILL_ep_1,ACT_TILTING_ep_1,ACT_UNKNOWN_ep_1,ACT_IN_VEHICLE_ep_2,ACT_ON_BIKE_ep_2,ACT_RUNNING_ep_2,ACT_FOOT_ep_2,ACT_WALKING_ep_2,ACT_STILL_ep_2,ACT_TILTING_ep_2,ACT_UNKNOWN_ep_2,ACT_IN_VEHICLE_ep_3,ACT_ON_BIKE_ep_3,ACT_RUNNING_ep_3,ACT_FOOT_ep_3,ACT_WALKING_ep_3,ACT_STILL_ep_3,ACT_TILTING_ep_3,ACT_UNKNOWN_ep_3,ACT_IN_VEHICLE_ep_4,ACT_ON_BIKE_ep_4,ACT_RUNNING_ep_4,ACT_FOOT_ep_4,ACT_WALKING_ep_4,ACT_STILL_ep_4,ACT_TILTING_ep_4,ACT_UNKNOWN_ep_4,SLP_DUR,SLP_START,SLP_END,CON_DUR_ep_0,CON_CNT_ep_0,CON_VCN_ep_0,CON_DUR_ep_1,CON_CNT_ep_1,CON_VCN_ep_1,CON_DUR_ep_2,CON_CNT_ep_2,CON_VCN_ep_2,CON_DUR_ep_3,CON_CNT_ep_3,CON_VCN_ep_3,CON_DUR_ep_4,CON_CNT_ep_4,CON_VCN_ep_4,CAL_IN_CNT_ep_0,CAL_IN_DUR_ep_0,CAL_OUT_CNT_ep_0,CAL_OUT_DUR_ep_0,CAL_MISS_CNT_ep_0,CAL_IN_CNT_ep_1,CAL_IN_DUR_ep_1,CAL_OUT_CNT_ep_1,CAL_OUT_DUR_ep_1,CAL_MISS_CNT_ep_1,CAL_IN_CNT_ep_2,CAL_IN_DUR_ep_2,CAL_OUT_CNT_ep_2,CAL_OUT_DUR_ep_2,CAL_MISS_CNT_ep_2,CAL_IN_CNT_ep_3,CAL_IN_DUR_ep_3,CAL_OUT_CNT_ep_3,CAL_OUT_DUR_ep_3,CAL_MISS_CNT_ep_3,CAL_IN_CNT_ep_4,CAL_IN_DUR_ep_4,CAL_OUT_CNT_ep_4,CAL_OUT_DUR_ep_4,CAL_MISS_CNT_ep_4,MSG_IN_CNT_ep_0,MSG_OUT_CNT_ep_0,MSG_IN_CNT_ep_1,MSG_OUT_CNT_ep_1,MSG_IN_CNT_ep_2,MSG_OUT_CNT_ep_2,MSG_IN_CNT_ep_3,MSG_OUT_CNT_ep_3,MSG_IN_CNT_ep_4,MSG_OUT_CNT_ep_4,stress_binary_personal
P010,2015-06-26,28249.701,377.23505,11181.629,5072.7017,10399.772,1.6666666,1.0,0.6666667,1.3333334,1.0,6769.359,95.18667,898.7967,2277.689,3497.6868,75.0,2.0,19.666666,35.666668,17.666666,663.3333,151.33333,0.0,233.0,0.0,84642.664,171.66667,537.0,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,663.3333,151.33333,0.0,233.0,0.0,19843.666,171.66667,537.0,12.416667,0.0,99.333336,9766.0,24.0,0.13199349,140.0,1.0,0.014095324,3977.3333,7.0,0.13549149,4037.6667,11.666667,0.17727436,1611.0,5.0,0.15653762,0.6666667,20.666666,2.3333333,172.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,20.666666,0.33333334,25.0,0.0,0.0,0.0,1.3333334,77.0,0.0,0.0,0.0,0.6666667,70.333336,0.0,12.0,13.0,0.0,0.0,0.6666667,0.33333334,6.0,6.0,5.3333335,6.6666665,0
P010,2015-06-29,3066.0173,78.67911,710.7515,2181.332,95.254524,1.3333334,1.0,1.0,1.3333334,1.0,2413.544,6.5516667,661.82465,1438.4214,306.74634,39.333332,0.33333334,10.333333,21.666666,7.3333335,0.0,0.0,0.0,0.0,0.0,86399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,10.166667,9.333333,90.666664,4441.0,7.3333335,0.18069212,0.0,0.0,0.0047526318,156.66667,0.6666667,0.03733308,1777.3334,4.0,0.19725989,2507.0,2.6666667,0.20883042,0.0,0.0,4.0,372.33334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666667,169.0,0.0,0.0,0.0,1.3333334,203.33333,0.0,0.0,0.0,0.0,0.0,0.0,6.6666665,7.0,0.0,0.0,2.3333333,2.3333333,3.6666667,3.6666667,0.6666667,1.0,0
P010,2015-07-01,31555.736,163.1371,13643.923,16040.06,1678.7649,2.3333333,1.0,1.6666666,2.0,1.3333334,7850.7427,28.474,2426.187,5123.322,272.75967,98.333336,1.6666666,38.666668,43.0,15.333333,1163.0,30.333334,0.0,205.33333,0.0,84512.0,303.66666,184.66667,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,1163.0,30.333334,0.0,205.33333,0.0,19713.0,303.66666,184.66667,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,12.083333,2.0,98.666664,13764.0,26.333334,0.26371664,0.0,0.0,0.0046100942,3968.0,9.333333,0.21049249,7033.0,12.666667,0.35333344,2763.0,5.0,0.16535403,1.3333334,107.666664,7.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,339.33334,0.0,0.6666667,60.333332,2.6666667,353.66666,0.0,0.6666667,47.333332,0.6666667,50.0,0.0,20.666666,21.666666,0.0,0.0,10.0,13.666667,9.333333,7.6666665,1.3333334,0.33333334,1
P010,2015-07-03,24955.246,122.97764,11067.709,13734.705,0.0,1.6666666,1.0,1.3333334,1.6666666,1.0,6467.243,58.998,1505.283,4276.2036,626.75867,67.666664,3.0,29.666666,29.0,6.0,1163.0,30.333334,0.0,205.33333,0.0,84512.0,303.66666,184.66667,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,1163.0,30.333334,0.0,205.33333,0.0,19713.0,303.66666,184.66667,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,10.666667,25.333334,110.666664,8909.333,16.0,0.22874238,0.0,0.0,0.0036854674,3519.6667,8.333333,0.1318835,4326.0,5.0,0.2972843,1063.6666,2.6666667,0.14926158,0.33333334,15.666667,2.3333333,118.333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.666664,0.0,0.33333334,15.666667,1.3333334,51.666668,0.0,0.0,0.0,0.0,0.0,0.0,23.666666,18.333334,0.0,0.0,10.0,9.0,6.3333335,5.6666665,7.3333335,3.6666667,1
P010,2015-07-08,25301.59,0.0,12209.603,3219.3193,9827.993,2.0,1.0,1.3333334,1.3333334,1.3333334,2721.2024,4.0026665,985.97864,1126.3966,604.82434,63.333332,0.6666667,19.666666,29.0,14.0,712.3333,0.0,0.0,823.0,0.0,82947.336,519.6667,1396.6666,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,75.666664,0.0,0.0,275.66666,0.0,20403.0,225.66667,620.0,636.6667,0.0,0.0,547.3333,0.0,19345.334,294.0,776.6667,11.166667,4.0,93.333336,35238.332,20.333334,0.727354,14400.0,0.6666667,0.65347075,6129.3335,9.0,0.41340008,1942.0,6.0,0.12902476,12767.0,5.6666665,0.57281286,0.33333334,20.333334,2.6666667,244.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,32.0,0.0,0.33333334,20.333334,2.0,212.66667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.6666665,0.0,0.0,1.6666666,2.3333333,2.0,1.3333334,1.3333334,1.0,0
P010,2015-07-10,60280.098,177.59496,28952.941,2494.2368,28390.744,2.3333333,1.0,1.6666666,0.6666667,1.3333334,7727.5283,46.235332,1440.4613,2462.135,3778.6968,120.0,3.6666667,33.0,51.666668,32.0,4171.3335,10.0,0.0,1547.6666,0.0,75031.664,1107.0,4531.3335,0.0,0.0,0.0,0.0,0.0,21463.334,135.66667,0.0,699.0,10.0,0.0,561.6667,0.0,19224.334,297.33334,807.6667,75.666664,0.0,0.0,275.66666,0.0,20373.334,245.33333,630.0,3396.6667,0.0,0.0,710.3333,0.0,13970.667,428.66666,3093.6667,9.5,9.333333,85.333336,30612.0,30.0,0.56515193,13944.667,0.6666667,0.6608632,4144.6665,13.666667,0.27473867,2922.0,7.6666665,0.31254998,9600.667,8.666667,0.5043824,1.0,75.666664,3.0,174.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,22.0,0.0,1.0,75.666664,1.6666666,105.666664,0.0,0.0,0.0,0.6666667,47.0,0.0,30.666666,31.666666,0.0,0.0,1.6666666,2.0,14.0,18.666666,15.0,11.0,0
P010,2015-07-13,24092.096,183.65273,12597.446,6588.8354,142.91922,1.3333334,1.0,1.0,1.3333334,1.0,2363.591,45.717,977.69635,1068.05,272.12766,46.333332,1.6666666,22.0,14.666667,8.0,1172.0,206.33333,0.0,2118.0,0.0,75336.336,5794.3335,1772.0,0.0,0.0,0.0,0.0,0.0,17671.666,3927.3333,0.0,600.0,78.0,0.0,1883.0,0.0,17061.0,314.66666,1663.3334,564.3333,128.33333,0.0,235.0,0.0,20367.666,212.33333,92.333336,7.6666665,0.0,0.0,0.0,0.0,20236.0,1340.0,16.333334,9.333333,14.0,88.666664,52831.0,16.666666,0.78583145,21435.334,1.0,0.94680136,12070.667,9.0,0.6059029,3623.0,5.0,0.40602806,15702.0,3.3333333,0.7616765,0.33333334,8.666667,1.3333334,81.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.6666667,0.0,0.33333334,8.666667,0.6666667,63.0,0.0,0.0,0.0,0.33333334,18.0,0.0,9.0,6.6666665,0.0,0.0,5.0,3.6666667,3.0,1.3333334,1.0,1.6666666,0
P010,2015-07-15,28967.613,0.0,15156.996,13626.941,77.90034,2.0,1.0,1.3333334,1.6666666,1.0,3625.893,9.323667,1384.9347,1817.058,414.57666,55.666668,0.6666667,28.666666,19.0,7.3333335,512.0,0.0,0.0,104.333336,0.0,85538.336,106.333336,138.0,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,512.0,0.0,0.0,104.333336,0.0,20739.334,106.333336,138.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,12.333333,4.0,102.666664,41483.0,23.333334,0.78231096,21357.334,1.0,0.98203737,5382.3335,10.333333,0.47616032,2209.3333,5.3333335,0.40671325,12534.0,8.0,0.7007827,1.6666666,74.333336,1.3333334,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,12.0,0.0,1.6666666,74.333336,0.33333334,52.0,0.0,0.0,0.0,0.33333334,18.0,0.0,4.0,5.0,0.0,0.0,1.3333334,1.3333334,1.6666666,2.3333333,1.0,1.3333334,0
P010,2015-07-17,57321.37,0.0,27934.191,11599.255,17306.156,2.0,1.0,1.6666666,1.0,1.0,8469.702,42.095,1003.02734,2621.28,4803.2993,81.0,2.0,27.333334,36.0,16.0,1061.0,0.0,0.0,647.6667,0.0,83889.0,424.33334,377.0,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,548.6667,0.0,0.0,319.66666,0.0,20250.334,177.0,304.33334,512.3333,0.0,0.0,328.0,0.0,20439.666,247.33333,72.666664,10.666667,9.333333,94.666664,21865.666,34.0,0.41411555,7130.6665,1.0,0.350463,6454.0,13.0,0.37283596,4174.0,13.0,0.2915914,4107.0,7.0,0.3400213,0.0,0.0,1.3333334,103.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333334,103.666664,0.0,0.0,0.0,0.0,0.0,0.0,7.3333335,8.333333,0.0,0.0,2.3333333,3.3333333,3.6666667,3.6666667,1.3333334,1.3333334,0
P010,2015-07-20,20847.514,0.0,9622.404,10857.151,0.0,1.3333334,1.0,1.3333334,1.0,1.0,1359.4723,26.275,418.65466,605.8023,308.74033,58.666668,1.0,29.333334,20.666666,7.6666665,20.0,0.0,0.0,0.0,0.0,79245.0,7112.0,22.0,0.0,0.0,0.0,0.0,0.0,17487.334,4111.6665,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,20854.666,736.3333,0.0,11.0,0.0,0.0,0.0,0.0,19303.0,2264.0,22.0,6.9166665,29.333334,84.666664,42571.0,14.666667,0.7110178,14097.333,0.6666667,0.5711652,7975.3335,4.3333335,0.44612473,3385.3333,8.333333,0.353095,17113.0,2.0,0.75253195,0.33333334,88.333336,3.6666667,1063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,768.6667,0.0,0.33333334,88.333336,1.0,181.33333,0.0,0.0,0.0,1.0,113.0,0.0,1.3333334,0.6666667,0.0,0.0,0.0,0.0,1.3333334,0.6666667,0.0,0.0,1
P010,2015-07-22,27880.52,54.756622,12122.953,15334.852,0.0,2.0,1.0,1.3333334,1.6666666,1.0,2831.8286,7.084,991.3433,1472.6454,360.756,89.333336,0.6666667,41.0,37.333332,10.333333,0.0,0.0,0.0,0.0,0.0,82287.336,4111.6665,0.0,0.0,0.0,0.0,0.0,0.0,17487.334,4111.6665,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,8.0,9.333333,73.333336,49857.668,34.666668,0.64742464,21297.334,1.0,0.8703038,9974.0,14.0,0.57383025,5259.6665,16.666666,0.22659707,13326.667,4.3333335,0.43709138,0.6666667,462.33334,6.6666665,2086.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333,1069.0,0.0,0.6666667,462.33334,4.0,1017.3333,0.0,0.0,0.0,0.0,0.0,0.0,10.333333,8.666667,0.0,0.0,7.0,5.6666665,2.0,2.0,1.3333334,1.0,1
P010,2015-07-24,24116.94,0.0,8508.354,14991.162,617.4229,2.0,1.0,1.3333334,2.0,1.0,7649.624,19.122667,536.96564,6408.17,685.36566,67.333336,1.6666666,24.333334,24.666666,16.666666,255.66667,30.333334,0.0,301.0,0.0,83974.0,1658.6666,179.33333,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,216.33333,30.333334,0.0,290.66666,0.0,20821.334,130.33333,111.0,39.333332,0.0,0.0,10.333333,0.0,19953.666,1528.3334,68.333336,9.708333,9.0,86.666664,20393.0,29.333334,0.33570546,7306.6665,1.3333334,0.3027842,8378.667,12.666667,0.3829874,3506.6667,11.333333,0.2120509,1201.0,4.3333335,0.1042161,0.6666667,12.333333,2.0,60.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,4.6666665,1.0,18.666666,0.0,0.33333334,7.6666665,1.0,41.666668,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.333333,0.0,0.0,1.6666666,1.0,7.0,9.333333,2.3333333,4.0,0
P010,2015-07-27,5081.883,108.60758,59.880276,2539.6116,2373.7834,1.3333334,1.0,1.0,1.3333334,1.0,949.515,5.602,267.39267,297.93567,378.58466,24.0,0.33333334,6.3333335,8.666667,8.666667,0.0,0.0,0.0,0.0,0.0,86399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,11.916667,12.0,107.333336,46690.332,7.6666665,0.8330243,16747.666,2.6666667,0.9309329,20523.666,1.3333334,0.8069521,1419.6666,1.3333334,0.1770219,7999.3335,3.6666667,0.8226332,0.0,0.0,0.6666667,59.666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,43.666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,16.0,0.0,1.0,0.33333334,0.0,0.0,1.0,0.0,0.0,0.33333334,0.0,0.0,0
P010,2015-07-29,20067.686,29.324549,2462.3545,9427.512,8037.57,2.0,1.0,1.0,1.6666666,1.3333334,4032.5547,5.602,1164.8507,1129.3016,1732.8003,60.333332,0.33333334,19.0,23.0,18.0,1218.6666,21.333334,0.0,384.0,0.0,80952.0,2835.6667,987.3333,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,215.0,21.0,0.0,168.33333,0.0,19309.666,1661.6666,224.33333,1003.6667,0.33333334,0.0,215.66667,0.0,18443.334,1174.0,763.0,10.666667,6.0,91.333336,42259.668,26.333334,0.64184326,17584.0,3.6666667,0.7532545,10090.0,4.3333335,0.51770693,2694.0,10.0,0.14156848,11891.667,9.0,0.67281365,0.6666667,63.333332,3.6666667,172.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,0.0,0.6666667,63.333332,1.3333334,87.0,0.0,0.0,0.0,0.33333334,1.3333334,0.0,20.0,25.333334,0.0,0.0,2.6666667,3.0,5.3333335,7.3333335,12.0,15.0,0
P010,2015-07-31,26634.273,29.324549,8963.21,3533.1228,13793.993,2.3333333,1.0,1.6666666,1.6666666,1.3333334,16803.256,40.636,546.7003,9275.638,6940.282,55.333332,1.3333334,18.666666,19.0,16.666666,2869.0,31.0,0.0,653.0,0.0,73411.0,8777.667,657.3333,0.0,0.0,0.0,0.0,0.0,16540.0,5059.0,0.0,10.0,0.0,0.0,0.0,0.0,21561.0,21.0,8.0,277.33334,31.0,0.0,263.0,0.0,18028.666,2687.3333,312.66666,2581.6667,0.0,0.0,390.0,0.0,17281.334,1010.3333,336.66666,7.0833335,12.666667,69.333336,32989.332,25.0,0.65298843,17584.0,3.6666667,0.7541958,3299.0,5.6666665,0.34485933,3259.3333,9.666667,0.2851012,8847.0,7.0,0.6944702,0.6666667,63.333332,2.3333333,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333334,70.333336,0.0,0.6666667,63.333332,0.6666667,26.666666,0.0,0.0,0.0,0.33333334,32.0,0.0,18.666666,19.0,0.0,0.0,3.0,2.3333333,7.3333335,6.0,8.333333,10.666667,0
P010,2015-08-03,3966.752,56.52149,57.953857,3563.573,288.70367,2.0,1.3333334,1.0,1.6666666,1.0,3174.558,919.4733,196.25133,560.49365,1498.3397,68.0,15.0,8.666667,15.333333,29.0,37.333332,0.0,0.0,12.666667,0.0,86013.336,237.66667,98.0,37.333332,0.0,0.0,12.666667,0.0,21267.0,184.33333,97.666664,0.0,0.0,0.0,0.0,0.0,21546.334,53.333332,0.33333334,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,8.5,29.333334,97.333336,44596.668,15.333333,0.7831328,20675.666,2.6666667,0.86374944,13894.0,1.3333334,0.70658714,2472.3333,5.0,0.36685902,7554.6665,7.6666665,0.4514902,0.6666667,18.0,4.6666665,399.33334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,89.666664,0.0,0.33333334,5.0,1.3333334,143.33333,0.0,0.33333334,13.0,1.3333334,166.33333,0.0,8.0,8.666667,0.6666667,2.0,1.0,0.0,2.6666667,3.0,3.6666667,3.6666667,0
P010,2015-08-05,24132.87,0.0,8836.3,14944.667,351.903,2.3333333,1.0,1.6666666,2.3333333,1.0,8937.781,57.554,627.335,2589.7544,5663.138,131.33333,2.6666667,22.333334,44.0,62.333332,154.66667,0.0,0.0,3.0,0.0,85968.0,109.666664,163.66667,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,154.66667,0.0,0.0,3.0,0.0,21169.0,109.666664,163.66667,11.75,13.333333,107.333336,47997.332,22.0,0.7565333,21600.0,1.0,0.9227024,16508.666,7.3333335,0.73691005,5208.0,11.0,0.26168147,4680.6665,4.0,0.40587395,0.6666667,24.0,6.6666665,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,11.0,2.3333333,100.0,0.0,0.0,0.0,3.3333333,349.33334,0.0,0.33333334,13.0,1.0,171.66667,0.0,26.666666,26.666666,0.0,0.0,1.3333334,0.6666667,4.3333335,5.6666665,21.0,20.333334,0
P010,2015-08-07,66421.89,730.3806,24941.691,20711.861,10135.531,4.0,1.3333334,2.0,2.3333333,1.3333334,14175.129,226.83934,1297.1077,4218.0957,8433.087,162.0,9.333333,32.0,46.333332,74.333336,4009.6667,60.333332,0.0,2401.0,0.0,74167.664,935.0,4825.3335,75.333336,0.0,0.0,47.666668,0.0,21340.0,58.666668,77.333336,1990.0,15.666667,0.0,1106.3334,0.0,16682.334,256.0,1549.6666,1180.0,29.666666,0.0,597.3333,0.0,18572.334,275.33334,945.3333,764.3333,15.0,0.0,649.6667,0.0,17573.0,345.0,2253.0,9.583333,16.0,92.666664,38455.668,25.0,0.6313994,14656.333,2.6666667,0.67889774,11041.0,9.333333,0.47885704,6706.0,11.333333,0.39938775,6052.3335,3.3333333,0.4570411,1.6666666,107.0,8.0,455.33334,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,13.666667,2.0,82.666664,0.0,0.33333334,21.666666,3.0,184.33333,0.0,0.6666667,71.666664,3.0,188.33333,0.0,43.0,43.666668,0.33333334,0.0,5.0,4.6666665,5.6666665,5.6666665,32.0,33.333332,0
P010,2015-08-10,33939.3,0.1633247,0.0,12909.677,12225.493,1.6666666,0.6666667,1.0,1.3333334,1.3333334,16725.797,6110.949,6399.665,2958.9214,1256.262,72.0,5.6666665,8.333333,37.333332,21.333334,155.66667,0.0,0.0,27.333334,0.0,85643.336,256.0,316.66666,5.6666665,0.0,0.0,0.33333334,0.0,21393.334,35.0,164.66667,11.0,0.0,0.0,2.6666667,0.0,21527.334,34.0,25.0,139.0,0.0,0.0,24.333334,0.0,21122.666,187.0,127.0,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,10.25,28.0,110.0,47209.668,11.666667,0.76970214,13828.667,1.0,0.8503172,14823.667,1.6666666,0.72324306,5059.3335,6.0,0.46801203,13498.0,4.6666665,0.5656003,0.33333334,8.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,8.0,0.6666667,54.666668,0.0,0.0,0.0,0.33333334,25.333334,0.0,17.0,23.333334,0.33333334,0.33333334,1.6666666,2.6666667,11.666667,16.333334,3.3333333,4.0,0
P010,2015-08-12,6677.464,0.0,664.23126,5146.609,841.6284,1.3333334,1.0,1.0,1.3333334,1.0,7436.013,81.80033,404.248,2284.152,4665.813,114.666664,2.0,13.333333,42.0,57.666668,177.66667,10.333333,0.0,0.0,0.0,85949.664,13.0,248.33333,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21588.0,9.666667,2.3333333,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,177.66667,10.333333,0.0,0.0,0.0,21162.666,3.3333333,246.0,13.166667,16.0,121.333336,18851.666,15.0,0.38551816,6628.6665,0.6666667,0.2508848,7896.0,2.6666667,0.38192996,3124.0,7.3333335,0.30069998,1203.0,5.0,0.17083223,1.3333334,28.666666,1.6666666,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,6.0,0.6666667,10.333333,0.0,1.0,22.666666,0.6666667,55.333332,0.0,0.0,0.0,0.33333334,25.333334,0.0,49.0,58.333332,0.0,0.0,5.0,3.0,9.666667,10.0,34.333332,45.333332,1
P010,2015-08-14,42576.207,241.31633,18447.607,3959.5942,19813.887,2.6666667,1.0,2.0,1.6666666,1.0,11377.914,125.41,1121.777,2915.3342,7215.392,165.33333,6.3333335,35.333332,52.333332,72.0,616.6667,0.0,0.0,97.666664,0.0,85206.664,384.0,94.0,0.0,0.0,0.0,0.0,0.0,21599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21588.0,9.666667,2.3333333,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,616.6667,0.0,0.0,97.666664,0.0,20419.666,374.33334,91.666664,9.666667,17.333334,94.666664,20209.0,25.666666,0.44096357,7200.0,0.33333334,0.33388245,4116.6665,7.6666665,0.2866163,4477.3335,9.333333,0.29374847,4415.0,9.0,0.39626926,2.0,51.0,1.3333334,53.666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.666666,0.6666667,8.666667,0.0,0.33333334,5.3333335,0.6666667,45.0,0.0,0.6666667,14.0,0.0,0.0,0.0,53.666668,65.333336,0.33333334,0.0,2.0,2.0,26.666666,27.333334,24.666666,36.0,1
P010,2015-08-17,157497.05,43.5749,95647.31,59327.63,51.99099,2.0,1.0,1.3333334,1.6666666,1.0,1726.6637,12.880667,582.6643,967.97,163.14867,33.333332,1.3333334,15.0,14.0,3.0,1503.6666,20.0,0.0,2489.6667,0.0,78909.0,823.3333,2653.3333,0.0,0.0,0.0,0.0,0.0,21594.0,4.6666665,0.33333334,757.6667,10.0,0.0,1020.3333,0.0,17938.0,494.66666,1379.3334,746.0,10.0,0.0,1469.3334,0.0,17777.0,324.0,1273.6666,0.0,0.0,0.0,0.0,0.0,21600.0,0.0,0.0,11.5,8.666667,100.666664,7113.3335,0.33333334,0.2664747,7113.3335,0.33333334,0.26857406,0.0,0.0,0.018726591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,14.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,14.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666667,1.0,0.0,0.0,0.6666667,0.0,2.0,1.0,0.0,0.0,1
